shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,exception_flag
SHP003550,ORD103550,CUST5598,2026-07-04,Chennai_WH05,Delhi,Pune,Delhivery,Bike,9.86,2103,3983.72,Delivered,False
SHP003551,ORD103551,CUST3087,2026-07-04,Mumbai_WH02,Lucknow,Pune,Delhivery,Mini Truck,42.56,1664,3585.92,Delivered,False
SHP003552,ORD103552,CUST6248,2026-07-04,Mumbai_WH02,Chennai,Lucknow,Blue Dart,Truck,22.84,1126,2380.88,Delivered,False
SHP003553,ORD103553,CUST2765,2026-07-04,Hyderabad_WH04,Mumbai,Pune,Delhivery,Van,13.13,876,1814.36,In Transit,True
SHP003554,ORD103554,CUST9960,2026-07-04,Chennai_WH05,Chennai,Jaipur,Ecom Express,Truck,17.15,1754,3443.0,Delivered,False
SHP003555,ORD103555,CUST2206,2026-07-04,Mumbai_WH02,Ahmedabad,Bengaluru,Ecom Express,Mini Truck,25.9,1728,3501.2,Delivered,False
SHP003556,ORD103556,CUST7336,2026-07-04,Bengaluru_WH03,Delhi,Ahmedabad,Blue Dart,Van,31.82,946,2164.64,Delivered,False
SHP003557,ORD103557,CUST7373,2026-07-04,Chennai_WH05,Kolkata,Hyderabad,Ecom Express,Van,9.81,1893,3605.12,In Transit,True
SHP003558,ORD103558,CUST5867,2026-07-04,Bengaluru_WH03,Chennai,Lucknow,Ecom Express,Truck,39.16,1729,3662.12,Delivered,False
SHP003559,ORD103559,CUST7109,2026-07-04,Bengaluru_WH03,Kolkata,Pune,Blue Dart,Mini Truck,36.12,1439,3103.64,Delivered,False
SHP003560,ORD103560,CUST6758,2026-07-04,Delhi_WH01,Kolkata,Pune,Delhivery,Bike,31.01,2460,4880.12,Delivered,False
SHP003561,ORD103561,CUST8863,2026-07-04,Hyderabad_WH04,Hyderabad,Jaipur,Ecom Express,Van,10.74,1895,3619.88,Delivered,False
SHP003562,ORD103562,CUST1993,2026-07-04,Bengaluru_WH03,Ahmedabad,Lucknow,Ecom Express,Truck,8.11,2136,4022.12,In Transit,True
SHP003563,ORD103563,CUST9086,2026-07-04,Chennai_WH05,Ahmedabad,Kolkata,Delhivery,Truck,16.1,668,1475.6,Delivered,False
SHP003564,ORD103564,CUST4576,2026-07-04,Mumbai_WH02,Kolkata,Delhi,Ecom Express,Mini Truck,26.17,1520,3130.04,Delivered,False
SHP003565,ORD103565,CUST4367,2026-07-04,Bengaluru_WH03,Hyderabad,Delhi,Blue Dart,Bike,35.47,1002,2309.24,Delivered,False
SHP003566,ORD103566,CUST6522,2026-07-04,Hyderabad_WH04,Bengaluru,Chennai,Delhivery,Van,36.17,510,1432.04,In Transit,True
SHP003567,ORD103567,CUST3043,2026-07-04,Bengaluru_WH03,Delhi,Lucknow,DHL,Van,41.1,237,999.8,Delivered,False
SHP003568,ORD103568,CUST1268,2026-07-04,Mumbai_WH02,Mumbai,Kolkata,DHL,Van,21.26,87,491.72,Delivered,False
SHP003569,ORD103569,CUST2198,2026-07-04,Bengaluru_WH03,Chennai,Mumbai,Ecom Express,Bike,6.31,115,362.72,Delivered,False
SHP003570,ORD103570,CUST9999,2026-07-04,Chennai_WH05,Pune,Hyderabad,Blue Dart,Truck,41.58,968,2321.36,Delivered,False
SHP003571,ORD103571,CUST7272,2026-07-04,Delhi_WH01,Bengaluru,Jaipur,Delhivery,Bike,35.73,2047,4193.36,Delivered,False
SHP003572,ORD103572,CUST1561,2026-07-04,Chennai_WH05,Pune,Lucknow,DHL,Van,23.23,1530,3112.76,Returned,True
SHP003573,ORD103573,CUST4964,2026-07-04,Delhi_WH01,Bengaluru,Pune,FedEx,Mini Truck,13.66,1645,3204.92,Delivered,False
SHP003574,ORD103574,CUST8488,2026-07-04,Mumbai_WH02,Jaipur,Mumbai,Delhivery,Truck,42.13,174,898.76,In Transit,True
SHP003575,ORD103575,CUST8318,2026-07-04,Bengaluru_WH03,Mumbai,Pune,Delhivery,Truck,25.5,1857,3728.6,Delivered,False
SHP003576,ORD103576,CUST1213,2026-07-04,Chennai_WH05,Lucknow,Ahmedabad,Delhivery,Mini Truck,6.73,899,1778.96,Delivered,False
SHP003577,ORD103577,CUST7074,2026-07-04,Hyderabad_WH04,Hyderabad,Bengaluru,FedEx,Truck,16.07,716,1561.64,Delayed,True
SHP003578,ORD103578,CUST7501,2026-07-04,Mumbai_WH02,Delhi,Chennai,Delhivery,Van,42.2,1549,3374.6,In Transit,True
SHP003579,ORD103579,CUST9511,2026-07-04,Chennai_WH05,Hyderabad,Lucknow,DHL,Mini Truck,6.13,1786,3368.36,Delivered,False
SHP003580,ORD103580,CUST3252,2026-07-04,Chennai_WH05,Delhi,Chennai,DHL,Truck,44.42,1878,3993.44,Delivered,False
SHP003581,ORD103581,CUST3755,2026-07-04,Hyderabad_WH04,Jaipur,Hyderabad,FedEx,Truck,0.61,2174,4000.52,Cancelled,True
SHP003582,ORD103582,CUST5534,2026-07-04,Bengaluru_WH03,Kolkata,Ahmedabad,Delhivery,Mini Truck,6.59,1966,3697.88,Delivered,False
SHP003583,ORD103583,CUST6881,2026-07-04,Chennai_WH05,Ahmedabad,Mumbai,Ecom Express,Bike,26.73,680,1624.76,In Transit,True
SHP003584,ORD103584,CUST1244,2026-07-04,Bengaluru_WH03,Hyderabad,Delhi,FedEx,Mini Truck,5.88,1219,2344.76,Delivered,False
SHP003585,ORD103585,CUST7562,2026-07-04,Chennai_WH05,Jaipur,Lucknow,FedEx,Bike,16.77,156,562.04,Delivered,False
SHP003586,ORD103586,CUST4788,2026-07-04,Delhi_WH01,Jaipur,Kolkata,DHL,Mini Truck,37.83,1202,2697.56,Delivered,False
SHP003587,ORD103587,CUST6192,2026-07-04,Delhi_WH01,Delhi,Mumbai,Delhivery,Truck,47.18,1803,3891.56,Cancelled,True
SHP003588,ORD103588,CUST5004,2026-07-04,Hyderabad_WH04,Pune,Chennai,DHL,Truck,24.98,1690,3421.76,Delivered,False
SHP003589,ORD103589,CUST8609,2026-07-04,Chennai_WH05,Hyderabad,Lucknow,Blue Dart,Bike,31.06,1543,3230.12,Delivered,False
SHP003590,ORD103590,CUST6958,2026-07-04,Mumbai_WH02,Lucknow,Mumbai,Ecom Express,Truck,35.36,910,2142.32,Delivered,False
SHP003591,ORD103591,CUST8587,2026-07-04,Chennai_WH05,Pune,Delhi,DHL,Mini Truck,11.71,2278,4320.92,In Transit,True
SHP003592,ORD103592,CUST5845,2026-07-04,Bengaluru_WH03,Pune,Delhi,Delhivery,Truck,23.72,2415,4711.64,Delayed,True
SHP003593,ORD103593,CUST9229,2026-07-04,Mumbai_WH02,Bengaluru,Lucknow,DHL,Bike,23.81,937,2052.32,Delivered,False
SHP003594,ORD103594,CUST2867,2026-07-04,Chennai_WH05,Kolkata,Chennai,Ecom Express,Van,10.77,2059,3915.44,Delivered,False
SHP003595,ORD103595,CUST8010,2026-07-04,Mumbai_WH02,Delhi,Ahmedabad,DHL,Truck,45.6,1395,3138.2,Delivered,False
SHP003596,ORD103596,CUST2126,2026-07-04,Delhi_WH01,Chennai,Lucknow,FedEx,Bike,28.61,139,673.52,Delayed,True
SHP003597,ORD103597,CUST1638,2026-07-04,Mumbai_WH02,Pune,Chennai,Ecom Express,Mini Truck,34.77,356,1138.04,Delivered,False
SHP003598,ORD103598,CUST6196,2026-07-04,Hyderabad_WH04,Delhi,Ahmedabad,FedEx,Mini Truck,46.54,1873,4009.88,Delivered,False
SHP003599,ORD103599,CUST7083,2026-07-04,Mumbai_WH02,Lucknow,Chennai,Ecom Express,Truck,5.79,603,1234.88,Cancelled,True
SHP003600,ORD103600,CUST4107,2026-07-04,Mumbai_WH02,Delhi,Mumbai,Delhivery,Bike,33.11,1720,3573.32,Delivered,False
SHP003601,ORD103601,CUST6552,2026-07-04,Mumbai_WH02,Pune,Lucknow,DHL,Truck,7.9,265,651.8,Delivered,False
SHP003602,ORD103602,CUST5611,2026-07-04,Hyderabad_WH04,Chennai,Pune,DHL,Mini Truck,36.3,499,1413.8,In Transit,True
SHP003603,ORD103603,CUST3955,2026-07-04,Delhi_WH01,Kolkata,Pune,Blue Dart,Bike,39.23,566,1569.56,In Transit,True
SHP003604,ORD103604,CUST1479,2026-07-04,Chennai_WH05,Bengaluru,Mumbai,Blue Dart,Mini Truck,41.17,495,1465.04,Delivered,False
SHP003605,ORD103605,CUST4488,2026-07-04,Chennai_WH05,Bengaluru,Chennai,FedEx,Bike,10.42,2187,4141.64,In Transit,True
SHP003606,ORD103606,CUST2210,2026-07-04,Hyderabad_WH04,Hyderabad,Kolkata,Ecom Express,Bike,39.14,131,785.48,Delayed,True
SHP003607,ORD103607,CUST7228,2026-07-04,Chennai_WH05,Ahmedabad,Jaipur,FedEx,Mini Truck,41.38,914,2221.76,Delivered,False
SHP003608,ORD103608,CUST7665,2026-07-04,Chennai_WH05,Bengaluru,Lucknow,Delhivery,Van,41.69,1019,2414.48,Delivered,False
SHP003609,ORD103609,CUST4831,2026-07-04,Hyderabad_WH04,Chennai,Kolkata,DHL,Truck,43.55,348,1229.0,Delivered,False
SHP003610,ORD103610,CUST1432,2026-07-04,Chennai_WH05,Mumbai,Pune,Ecom Express,Truck,1.24,225,499.88,Delivered,False
SHP003611,ORD103611,CUST9511,2026-07-04,Mumbai_WH02,Lucknow,Jaipur,Delhivery,Truck,33.73,1302,2828.36,In Transit,True
SHP003612,ORD103612,CUST7986,2026-07-04,Mumbai_WH02,Pune,Hyderabad,DHL,Mini Truck,18.49,2085,4054.88,In Transit,True
SHP003613,ORD103613,CUST3063,2026-07-04,Hyderabad_WH04,Chennai,Ahmedabad,Ecom Express,Truck,10.12,1163,2294.84,Delivered,False
SHP003614,ORD103614,CUST2547,2026-07-04,Mumbai_WH02,Ahmedabad,Mumbai,Ecom Express,Mini Truck,0.94,939,1781.48,In Transit,True
SHP003615,ORD103615,CUST8075,2026-07-04,Hyderabad_WH04,Hyderabad,Pune,DHL,Truck,42.68,1581,3437.96,In Transit,True
SHP003616,ORD103616,CUST3982,2026-07-04,Bengaluru_WH03,Delhi,Lucknow,Blue Dart,Mini Truck,38.58,2273,4634.36,In Transit,True
SHP003617,ORD103617,CUST9997,2026-07-04,Bengaluru_WH03,Mumbai,Delhi,DHL,Truck,40.02,1817,3830.84,Delivered,False
SHP003618,ORD103618,CUST4511,2026-07-04,Bengaluru_WH03,Pune,Jaipur,Blue Dart,Truck,10.43,839,1715.36,In Transit,True
SHP003619,ORD103619,CUST8354,2026-07-04,Hyderabad_WH04,Jaipur,Pune,Blue Dart,Bike,18.19,1481,2964.08,Delivered,False
SHP003620,ORD103620,CUST6796,2026-07-04,Mumbai_WH02,Mumbai,Pune,Delhivery,Bike,40.46,2394,4874.72,Delivered,False
SHP003621,ORD103621,CUST2944,2026-07-04,Mumbai_WH02,Mumbai,Lucknow,FedEx,Mini Truck,48.78,1869,4029.56,Delivered,False
SHP003622,ORD103622,CUST3972,2026-07-04,Delhi_WH01,Ahmedabad,Jaipur,Delhivery,Truck,42.41,174,902.12,Delivered,False
SHP003623,ORD103623,CUST5286,2026-07-04,Mumbai_WH02,Chennai,Hyderabad,Ecom Express,Van,16.8,1799,3519.8,In Transit,True
SHP003624,ORD103624,CUST5412,2026-07-04,Delhi_WH01,Kolkata,Jaipur,FedEx,Van,33.47,621,1599.44,Delivered,False
SHP003625,ORD103625,CUST5317,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,Blue Dart,Van,28.42,459,1247.24,Delivered,False
SHP003626,ORD103626,CUST5705,2026-07-04,Bengaluru_WH03,Delhi,Bengaluru,Blue Dart,Truck,33.17,1207,2650.64,In Transit,True
SHP003627,ORD103627,CUST2690,2026-07-04,Delhi_WH01,Bengaluru,Mumbai,Blue Dart,Truck,47.4,526,1595.6,Delivered,False
SHP003628,ORD103628,CUST7197,2026-07-04,Mumbai_WH02,Ahmedabad,Delhi,FedEx,Van,16.54,1445,2879.48,Delivered,False
SHP003629,ORD103629,CUST2722,2026-07-04,Bengaluru_WH03,Delhi,Kolkata,DHL,Bike,27.26,472,1256.72,Delivered,False
SHP003630,ORD103630,CUST4578,2026-07-04,Delhi_WH01,Kolkata,Ahmedabad,DHL,Van,45.54,1073,2557.88,Delivered,False
SHP003631,ORD103631,CUST6329,2026-07-04,Mumbai_WH02,Chennai,Kolkata,Ecom Express,Bike,30.72,338,1057.04,Delivered,False
SHP003632,ORD103632,CUST3893,2026-07-04,Bengaluru_WH03,Mumbai,Kolkata,FedEx,Bike,12.25,1953,3742.4,In Transit,True
SHP003633,ORD103633,CUST2089,2026-07-04,Mumbai_WH02,Lucknow,Bengaluru,Delhivery,Van,36.42,2034,4178.24,Delivered,False
SHP003634,ORD103634,CUST9152,2026-07-04,Delhi_WH01,Chennai,Bengaluru,FedEx,Truck,18.13,160,585.56,Delivered,False
SHP003635,ORD103635,CUST2146,2026-07-04,Bengaluru_WH03,Chennai,Hyderabad,Delhivery,Truck,46.68,1441,3233.96,Delivered,False
SHP003636,ORD103636,CUST4992,2026-07-04,Bengaluru_WH03,Delhi,Lucknow,Blue Dart,Bike,8.23,1183,2308.16,In Transit,True
SHP003637,ORD103637,CUST6590,2026-07-04,Bengaluru_WH03,Ahmedabad,Chennai,Blue Dart,Van,35.81,1462,3141.32,Delivered,False
SHP003638,ORD103638,CUST9932,2026-07-04,Delhi_WH01,Hyderabad,Bengaluru,DHL,Bike,17.38,1803,3533.96,Delivered,False
SHP003639,ORD103639,CUST1783,2026-07-04,Chennai_WH05,Delhi,Kolkata,FedEx,Truck,35.95,2412,4853.0,In Transit,True
SHP003640,ORD103640,CUST7033,2026-07-04,Bengaluru_WH03,Jaipur,Ahmedabad,Ecom Express,Van,9.2,1000,1990.4,In Transit,True
SHP003641,ORD103641,CUST6890,2026-07-04,Delhi_WH01,Pune,Lucknow,FedEx,Van,46.84,2483,5111.48,Delivered,False
SHP003642,ORD103642,CUST7189,2026-07-04,Mumbai_WH02,Pune,Ahmedabad,FedEx,Van,25.18,2366,4640.96,In Transit,True
SHP003643,ORD103643,CUST5741,2026-07-04,Mumbai_WH02,Delhi,Mumbai,Blue Dart,Mini Truck,43.82,1740,3737.84,Delivered,False
SHP003644,ORD103644,CUST4393,2026-07-04,Chennai_WH05,Chennai,Mumbai,Blue Dart,Bike,45.47,811,2085.44,Delivered,False
SHP003645,ORD103645,CUST6753,2026-07-04,Mumbai_WH02,Jaipur,Chennai,Delhivery,Mini Truck,41.18,2345,4795.16,Delivered,False
SHP003646,ORD103646,CUST5078,2026-07-04,Delhi_WH01,Jaipur,Ahmedabad,FedEx,Bike,8.54,841,1696.28,Delivered,False
SHP003647,ORD103647,CUST9949,2026-07-04,Chennai_WH05,Delhi,Ahmedabad,Ecom Express,Van,30.44,1985,4018.28,Delivered,False
SHP003648,ORD103648,CUST2725,2026-07-04,Delhi_WH01,Delhi,Mumbai,DHL,Truck,7.19,1141,2220.08,Delivered,False
SHP003649,ORD103649,CUST8458,2026-07-04,Hyderabad_WH04,Kolkata,Delhi,Ecom Express,Truck,22.06,904,1971.92,Delivered,False
SHP003650,ORD103650,CUST6288,2026-07-04,Bengaluru_WH03,Mumbai,Chennai,Delhivery,Van,17.56,507,1203.32,Delayed,True
SHP003651,ORD103651,CUST2189,2026-07-04,Delhi_WH01,Kolkata,Chennai,FedEx,Truck,35.78,1387,3005.96,In Transit,True
SHP003652,ORD103652,CUST5568,2026-07-04,Chennai_WH05,Pune,Mumbai,DHL,Mini Truck,38.79,1350,2975.48,Delivered,False
SHP003653,ORD103653,CUST4078,2026-07-04,Bengaluru_WH03,Mumbai,Delhi,FedEx,Mini Truck,40.26,488,1441.52,In Transit,True
SHP003654,ORD103654,CUST4382,2026-07-04,Hyderabad_WH04,Jaipur,Mumbai,Delhivery,Van,4.07,1286,2443.64,Delivered,False
SHP003655,ORD103655,CUST7956,2026-07-04,Delhi_WH01,Pune,Hyderabad,Delhivery,Bike,37.97,1148,2602.04,In Transit,True
SHP003656,ORD103656,CUST3744,2026-07-04,Delhi_WH01,Lucknow,Ahmedabad,Ecom Express,Truck,19.0,1173,2419.4,Delivered,False
SHP003657,ORD103657,CUST5681,2026-07-04,Chennai_WH05,Lucknow,Bengaluru,Blue Dart,Bike,17.49,160,577.88,In Transit,True
SHP003658,ORD103658,CUST5220,2026-07-04,Chennai_WH05,Ahmedabad,Delhi,Ecom Express,Mini Truck,13.12,963,1970.84,Delivered,False
SHP003659,ORD103659,CUST1155,2026-07-04,Bengaluru_WH03,Jaipur,Kolkata,DHL,Mini Truck,49.07,1469,3313.04,Delivered,False
SHP003660,ORD103660,CUST4075,2026-07-04,Mumbai_WH02,Kolkata,Mumbai,Delhivery,Mini Truck,42.93,749,1943.36,Delivered,False
SHP003661,ORD103661,CUST3307,2026-07-04,Bengaluru_WH03,Hyderabad,Delhi,Ecom Express,Bike,0.61,374,760.52,Delivered,False
SHP003662,ORD103662,CUST6335,2026-07-04,Mumbai_WH02,Ahmedabad,Mumbai,DHL,Truck,39.58,2326,4741.76,Delivered,False
SHP003663,ORD103663,CUST4762,2026-07-04,Bengaluru_WH03,Lucknow,Pune,Ecom Express,Truck,33.57,898,2099.24,Delivered,False
SHP003664,ORD103664,CUST4716,2026-07-04,Mumbai_WH02,Pune,Mumbai,Blue Dart,Bike,11.99,2483,4693.28,In Transit,True
SHP003665,ORD103665,CUST4201,2026-07-04,Bengaluru_WH03,Kolkata,Hyderabad,FedEx,Mini Truck,16.65,78,420.2,In Transit,True
SHP003666,ORD103666,CUST8748,2026-07-04,Delhi_WH01,Delhi,Ahmedabad,Delhivery,Mini Truck,36.89,1424,3085.88,Delivered,False
SHP003667,ORD103667,CUST8346,2026-07-04,Chennai_WH05,Hyderabad,Jaipur,DHL,Truck,40.86,494,1459.52,Delivered,False
SHP003668,ORD103668,CUST7526,2026-07-04,Bengaluru_WH03,Mumbai,Pune,DHL,Mini Truck,49.53,122,893.96,Delivered,False
SHP003669,ORD103669,CUST7656,2026-07-04,Hyderabad_WH04,Chennai,Bengaluru,Ecom Express,Van,31.24,1578,3295.28,Delivered,False
SHP003670,ORD103670,CUST8117,2026-07-04,Mumbai_WH02,Delhi,Lucknow,FedEx,Bike,1.31,609,1191.92,In Transit,True
SHP003671,ORD103671,CUST7012,2026-07-04,Delhi_WH01,Pune,Delhi,Blue Dart,Truck,34.62,664,1690.64,Delivered,False
SHP003672,ORD103672,CUST4412,2026-07-04,Mumbai_WH02,Pune,Bengaluru,Ecom Express,Truck,39.46,1939,4043.72,Delivered,False
SHP003673,ORD103673,CUST6049,2026-07-04,Bengaluru_WH03,Pune,Jaipur,Blue Dart,Truck,25.32,2002,3987.44,Delivered,False
SHP003674,ORD103674,CUST4762,2026-07-04,Hyderabad_WH04,Jaipur,Mumbai,Delhivery,Mini Truck,18.31,361,949.52,Delivered,False
SHP003675,ORD103675,CUST2805,2026-07-04,Mumbai_WH02,Pune,Bengaluru,DHL,Mini Truck,11.58,1189,2359.16,Delivered,False
SHP003676,ORD103676,CUST3568,2026-07-04,Mumbai_WH02,Kolkata,Mumbai,FedEx,Truck,8.69,1373,2655.68,Delayed,True
SHP003677,ORD103677,CUST1065,2026-07-04,Bengaluru_WH03,Pune,Hyderabad,FedEx,Truck,24.99,242,815.48,Delivered,False
SHP003678,ORD103678,CUST6639,2026-07-04,Bengaluru_WH03,Kolkata,Ahmedabad,FedEx,Truck,33.92,538,1455.44,Delivered,False
SHP003679,ORD103679,CUST9262,2026-07-04,Bengaluru_WH03,Bengaluru,Jaipur,FedEx,Bike,39.8,1060,2465.6,In Transit,True
SHP003680,ORD103680,CUST4645,2026-07-04,Delhi_WH01,Mumbai,Bengaluru,Blue Dart,Truck,7.14,715,1452.68,Delivered,False
SHP003681,ORD103681,CUST8257,2026-07-04,Chennai_WH05,Ahmedabad,Pune,Ecom Express,Van,1.12,311,653.24,Delivered,False
SHP003682,ORD103682,CUST6829,2026-07-04,Delhi_WH01,Delhi,Mumbai,Ecom Express,Van,30.44,812,1906.88,Returned,True
SHP003683,ORD103683,CUST1805,2026-07-04,Hyderabad_WH04,Jaipur,Kolkata,FedEx,Mini Truck,8.75,1316,2553.8,Delivered,False
SHP003684,ORD103684,CUST9707,2026-07-04,Chennai_WH05,Jaipur,Mumbai,Blue Dart,Van,26.42,78,537.44,In Transit,True
SHP003685,ORD103685,CUST5299,2026-07-04,Delhi_WH01,Mumbai,Ahmedabad,FedEx,Truck,37.08,1239,2755.16,Delivered,False
SHP003686,ORD103686,CUST2735,2026-07-04,Chennai_WH05,Delhi,Lucknow,Blue Dart,Van,48.28,540,1631.36,Delivered,False
SHP003687,ORD103687,CUST4978,2026-07-04,Mumbai_WH02,Hyderabad,Mumbai,FedEx,Mini Truck,38.22,1218,2731.04,In Transit,True
SHP003688,ORD103688,CUST8255,2026-07-04,Bengaluru_WH03,Ahmedabad,Delhi,Delhivery,Truck,18.47,600,1381.64,In Transit,True
SHP003689,ORD103689,CUST2368,2026-07-04,Chennai_WH05,Delhi,Bengaluru,DHL,Truck,34.18,1718,3582.56,Delivered,False
SHP003690,ORD103690,CUST7010,2026-07-04,Chennai_WH05,Ahmedabad,Kolkata,Blue Dart,Van,17.95,593,1362.8,Delivered,False
SHP003691,ORD103691,CUST4103,2026-07-04,Bengaluru_WH03,Lucknow,Pune,DHL,Truck,45.78,1572,3458.96,Delivered,False
SHP003692,ORD103692,CUST7515,2026-07-04,Mumbai_WH02,Lucknow,Jaipur,Ecom Express,Bike,34.52,1587,3350.84,Delivered,False
SHP003693,ORD103693,CUST8041,2026-07-04,Delhi_WH01,Bengaluru,Hyderabad,FedEx,Bike,46.49,814,2103.08,Delivered,False
SHP003694,ORD103694,CUST5193,2026-07-04,Mumbai_WH02,Kolkata,Bengaluru,Ecom Express,Van,39.87,811,2018.24,Delivered,False
SHP003695,ORD103695,CUST5782,2026-07-04,Delhi_WH01,Delhi,Bengaluru,Delhivery,Mini Truck,11.35,697,1470.8,Delivered,False
SHP003696,ORD103696,CUST6334,2026-07-04,Mumbai_WH02,Delhi,Kolkata,Ecom Express,Mini Truck,10.34,2050,3894.08,Delivered,False
SHP003697,ORD103697,CUST1804,2026-07-04,Chennai_WH05,Jaipur,Kolkata,FedEx,Bike,15.56,627,1395.32,Delivered,False
SHP003698,ORD103698,CUST9346,2026-07-04,Delhi_WH01,Pune,Hyderabad,DHL,Mini Truck,32.22,1263,2740.04,Delivered,False
SHP003699,ORD103699,CUST3381,2026-07-04,Hyderabad_WH04,Pune,Jaipur,Delhivery,Bike,15.37,316,833.24,In Transit,True
SHP003700,ORD103700,CUST9247,2026-07-04,Bengaluru_WH03,Hyderabad,Kolkata,Ecom Express,Mini Truck,26.28,1204,2562.56,Delivered,False
SHP003701,ORD103701,CUST1141,2026-07-04,Chennai_WH05,Bengaluru,Lucknow,FedEx,Truck,4.57,1277,2433.44,Delivered,False
SHP003702,ORD103702,CUST1251,2026-07-04,Delhi_WH01,Delhi,Hyderabad,FedEx,Van,29.44,1749,3581.48,Delivered,False
SHP003703,ORD103703,CUST3258,2026-07-04,Delhi_WH01,Ahmedabad,Kolkata,DHL,Van,2.73,1173,2224.16,Delayed,True
SHP003704,ORD103704,CUST3398,2026-07-04,Chennai_WH05,Delhi,Lucknow,Blue Dart,Bike,49.72,1359,3122.84,Delivered,False
SHP003705,ORD103705,CUST1482,2026-07-04,Mumbai_WH02,Bengaluru,Kolkata,Blue Dart,Bike,40.93,273,1062.56,Delivered,False
SHP003706,ORD103706,CUST6545,2026-07-04,Hyderabad_WH04,Lucknow,Pune,Blue Dart,Mini Truck,24.93,371,1046.96,Delivered,False
SHP003707,ORD103707,CUST4878,2026-07-04,Chennai_WH05,Delhi,Kolkata,Ecom Express,Mini Truck,14.8,1999,3855.8,Delivered,False
SHP003708,ORD103708,CUST6240,2026-07-04,Hyderabad_WH04,Kolkata,Pune,Ecom Express,Mini Truck,23.3,1710,3437.6,Delivered,False
SHP003709,ORD103709,CUST2168,2026-07-04,Delhi_WH01,Jaipur,Ahmedabad,DHL,Mini Truck,35.08,511,1420.76,In Transit,True
SHP003710,ORD103710,CUST2920,2026-07-04,Bengaluru_WH03,Jaipur,Chennai,DHL,Truck,1.57,1943,3596.24,Delivered,False
SHP003711,ORD103711,CUST4086,2026-07-04,Bengaluru_WH03,Lucknow,Ahmedabad,Ecom Express,Van,42.53,2359,4836.56,Delivered,False
SHP003712,ORD103712,CUST8820,2026-07-04,Bengaluru_WH03,Pune,Chennai,FedEx,Mini Truck,27.2,246,849.2,Delivered,False
SHP003713,ORD103713,CUST6005,2026-07-04,Mumbai_WH02,Pune,Kolkata,Blue Dart,Mini Truck,7.27,1791,3391.04,In Transit,True
SHP003714,ORD103714,CUST5477,2026-07-04,Chennai_WH05,Delhi,Kolkata,FedEx,Van,44.46,104,800.72,In Transit,True
SHP003715,ORD103715,CUST7800,2026-07-04,Delhi_WH01,Jaipur,Pune,Ecom Express,Bike,42.76,1643,3550.52,Delivered,False
SHP003716,ORD103716,CUST8645,2026-07-04,Delhi_WH01,Kolkata,Pune,Blue Dart,Bike,3.79,902,1749.08,Delivered,False
SHP003717,ORD103717,CUST6984,2026-07-04,Chennai_WH05,Jaipur,Chennai,Delhivery,Van,13.58,958,1967.36,Delivered,False
SHP003718,ORD103718,CUST7417,2026-07-04,Mumbai_WH02,Hyderabad,Kolkata,Blue Dart,Bike,43.26,439,1389.32,Delivered,False
SHP003719,ORD103719,CUST5496,2026-07-04,Chennai_WH05,Hyderabad,Bengaluru,Blue Dart,Mini Truck,32.63,416,1220.36,Cancelled,True
SHP003720,ORD103720,CUST5313,2026-07-04,Chennai_WH05,Hyderabad,Pune,Blue Dart,Mini Truck,7.24,923,1828.28,Delivered,False
SHP003721,ORD103721,CUST8903,2026-07-04,Mumbai_WH02,Chennai,Ahmedabad,Ecom Express,Truck,14.95,1327,2648.0,Delivered,False
SHP003722,ORD103722,CUST6149,2026-07-04,Mumbai_WH02,Bengaluru,Delhi,Delhivery,Truck,36.79,2379,4803.68,Delivered,False
SHP003723,ORD103723,CUST9869,2026-07-04,Delhi_WH01,Lucknow,Hyderabad,Ecom Express,Truck,3.13,1989,3697.76,In Transit,True
SHP003724,ORD103724,CUST7750,2026-07-04,Chennai_WH05,Lucknow,Bengaluru,Delhivery,Van,0.9,2355,4329.8,Delivered,False
SHP003725,ORD103725,CUST4117,2026-07-04,Chennai_WH05,Hyderabad,Kolkata,Ecom Express,Bike,27.44,1348,2835.68,Delivered,False
SHP003726,ORD103726,CUST1367,2026-07-04,Hyderabad_WH04,Mumbai,Chennai,FedEx,Van,14.84,1827,3546.68,In Transit,True
SHP003727,ORD103727,CUST2235,2026-07-04,Hyderabad_WH04,Hyderabad,Lucknow,DHL,Truck,11.68,625,1345.16,Delivered,False
SHP003728,ORD103728,CUST1055,2026-07-04,Bengaluru_WH03,Bengaluru,Jaipur,Ecom Express,Truck,38.7,607,1637.0,Delivered,False
SHP003729,ORD103729,CUST1151,2026-07-04,Chennai_WH05,Lucknow,Jaipur,Ecom Express,Van,1.92,2264,4178.24,Delivered,False
SHP003730,ORD103730,CUST7206,2026-07-04,Bengaluru_WH03,Delhi,Mumbai,Delhivery,Bike,19.19,449,1118.48,Delivered,False
SHP003731,ORD103731,CUST4235,2026-07-04,Delhi_WH01,Bengaluru,Delhi,Ecom Express,Bike,34.81,1947,4002.32,Delivered,False
SHP003732,ORD103732,CUST2599,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,Ecom Express,Van,44.48,1565,3430.76,In Transit,True
SHP003733,ORD103733,CUST2016,2026-07-04,Chennai_WH05,Ahmedabad,Delhi,FedEx,Van,33.04,1208,2650.88,Delivered,False
