shipment_id,order_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP004616,ORD104616,2026-07-05,Mumbai_WH02,Lucknow,Chennai,Ecom Express,Van,14.1,1688,3287.6,Delivered
SHP004617,ORD104617,2026-07-05,Mumbai_WH02,Lucknow,Kolkata,Delhivery,Bike,22.96,1346,2778.32,Delivered
SHP004618,ORD104618,2026-07-05,Bengaluru_WH03,Ahmedabad,Hyderabad,FedEx,Van,15.3,2253,4319.0,Delivered
SHP004619,ORD104619,2026-07-05,Delhi_WH01,Lucknow,Ahmedabad,FedEx,Truck,2.47,1166,2208.44,Delivered
SHP004620,ORD104620,2026-07-05,Chennai_WH05,Kolkata,Bengaluru,DHL,Bike,7.23,625,1291.76,Delivered
SHP004621,ORD104621,2026-07-05,Chennai_WH05,Lucknow,Hyderabad,Blue Dart,Mini Truck,8.05,1411,2716.4,Delivered
SHP004622,ORD104622,2026-07-05,Delhi_WH01,Hyderabad,Mumbai,DHL,Truck,14.7,1260,2524.4,Delayed
SHP004623,ORD104623,2026-07-05,Bengaluru_WH03,Jaipur,Delhi,DHL,Mini Truck,24.82,1473,3029.24,Delivered
SHP004624,ORD104624,2026-07-05,Delhi_WH01,Lucknow,Hyderabad,Delhivery,Truck,24.88,2019,4012.76,Delivered
SHP004625,ORD104625,2026-07-05,Hyderabad_WH04,Lucknow,Hyderabad,DHL,Truck,43.55,211,982.4,In Transit
SHP004626,ORD104626,2026-07-05,Chennai_WH05,Jaipur,Pune,Delhivery,Van,20.03,1259,2586.56,In Transit
SHP004627,ORD104627,2026-07-05,Bengaluru_WH03,Mumbai,Lucknow,Blue Dart,Bike,18.36,142,555.92,Returned
SHP004628,ORD104628,2026-07-05,Mumbai_WH02,Delhi,Mumbai,DHL,Van,33.61,2479,4945.52,Delivered
SHP004629,ORD104629,2026-07-05,Hyderabad_WH04,Ahmedabad,Mumbai,Blue Dart,Mini Truck,21.85,355,981.2,Delivered
SHP004630,ORD104630,2026-07-05,Bengaluru_WH03,Mumbai,Hyderabad,DHL,Mini Truck,9.21,2236,4215.32,Delivered
SHP004631,ORD104631,2026-07-05,Delhi_WH01,Chennai,Delhi,FedEx,Truck,29.85,276,935.0,In Transit
SHP004632,ORD104632,2026-07-05,Delhi_WH01,Mumbai,Ahmedabad,Blue Dart,Mini Truck,25.32,1213,2567.24,Returned
SHP004633,ORD104633,2026-07-05,Bengaluru_WH03,Pune,Bengaluru,DHL,Truck,31.8,2006,4072.4,Delivered
SHP004634,ORD104634,2026-07-05,Delhi_WH01,Chennai,Delhi,Blue Dart,Van,46.86,2118,4454.72,Delivered
SHP004635,ORD104635,2026-07-05,Hyderabad_WH04,Mumbai,Hyderabad,FedEx,Van,5.53,1511,2866.16,Cancelled
SHP004636,ORD104636,2026-07-05,Hyderabad_WH04,Lucknow,Chennai,Ecom Express,Bike,21.54,2321,4516.28,Delivered
SHP004637,ORD104637,2026-07-05,Delhi_WH01,Lucknow,Ahmedabad,Blue Dart,Bike,45.37,1304,2971.64,Delivered
SHP004638,ORD104638,2026-07-05,Mumbai_WH02,Delhi,Jaipur,FedEx,Van,4.02,951,1840.04,In Transit
SHP004639,ORD104639,2026-07-05,Bengaluru_WH03,Ahmedabad,Jaipur,FedEx,Truck,39.65,381,1241.6,Delivered
SHP004640,ORD104640,2026-07-05,Bengaluru_WH03,Kolkata,Ahmedabad,FedEx,Truck,6.21,1479,2816.72,Delivered
SHP004641,ORD104641,2026-07-05,Hyderabad_WH04,Mumbai,Pune,Ecom Express,Van,24.26,680,1595.12,Delayed
SHP004642,ORD104642,2026-07-05,Hyderabad_WH04,Bengaluru,Ahmedabad,FedEx,Truck,1.13,1319,2467.76,In Transit
SHP004643,ORD104643,2026-07-05,Delhi_WH01,Kolkata,Ahmedabad,Blue Dart,Van,9.19,144,449.48,Delayed
SHP004644,ORD104644,2026-07-05,Delhi_WH01,Jaipur,Delhi,Blue Dart,Bike,37.99,1358,2980.28,Delivered
SHP004645,ORD104645,2026-07-05,Bengaluru_WH03,Chennai,Lucknow,Ecom Express,Truck,15.37,1016,2093.24,Delivered
SHP004646,ORD104646,2026-07-05,Bengaluru_WH03,Chennai,Mumbai,DHL,Mini Truck,5.12,2075,3876.44,Delivered
SHP004647,ORD104647,2026-07-05,Chennai_WH05,Jaipur,Chennai,FedEx,Bike,45.74,2241,4662.68,Delivered
SHP004648,ORD104648,2026-07-05,Bengaluru_WH03,Ahmedabad,Hyderabad,Ecom Express,Mini Truck,29.86,1201,2600.12,Delivered
SHP004649,ORD104649,2026-07-05,Bengaluru_WH03,Chennai,Mumbai,DHL,Truck,7.39,399,886.88,Delayed
SHP004650,ORD104650,2026-07-05,Mumbai_WH02,Ahmedabad,Hyderabad,FedEx,Van,26.4,275,891.8,Delivered
SHP004651,ORD104651,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Ecom Express,Mini Truck,40.29,1046,2446.28,Delivered
SHP004652,ORD104652,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,DHL,Van,28.56,1586,3277.52,Cancelled
SHP004653,ORD104653,2026-07-05,Chennai_WH05,Jaipur,Chennai,Delhivery,Mini Truck,42.45,2006,4200.2,Delivered
SHP004654,ORD104654,2026-07-05,Delhi_WH01,Ahmedabad,Hyderabad,Ecom Express,Mini Truck,19.37,1531,3068.24,Delivered
SHP004655,ORD104655,2026-07-05,Bengaluru_WH03,Kolkata,Mumbai,Delhivery,Mini Truck,9.17,2125,4015.04,Delivered
SHP004656,ORD104656,2026-07-05,Chennai_WH05,Lucknow,Pune,Ecom Express,Van,6.13,2251,4205.36,Delivered
SHP004657,ORD104657,2026-07-05,Delhi_WH01,Chennai,Lucknow,Ecom Express,Van,12.68,2076,3968.96,In Transit
SHP004658,ORD104658,2026-07-05,Mumbai_WH02,Chennai,Lucknow,Blue Dart,Van,26.15,769,1778.0,In Transit
SHP004659,ORD104659,2026-07-05,Delhi_WH01,Pune,Lucknow,Ecom Express,Bike,8.97,1520,2923.64,In Transit
SHP004660,ORD104660,2026-07-05,Delhi_WH01,Kolkata,Lucknow,Blue Dart,Van,26.79,391,1105.28,Delivered
SHP004661,ORD104661,2026-07-05,Delhi_WH01,Delhi,Ahmedabad,Blue Dart,Van,7.62,1936,3656.24,Delivered
SHP004662,ORD104662,2026-07-05,Bengaluru_WH03,Lucknow,Chennai,Blue Dart,Truck,28.65,1140,2475.8,Returned
SHP004663,ORD104663,2026-07-05,Bengaluru_WH03,Hyderabad,Jaipur,Delhivery,Mini Truck,34.72,1301,2838.44,Delayed
SHP004664,ORD104664,2026-07-05,Hyderabad_WH04,Chennai,Ahmedabad,FedEx,Van,38.52,1523,3283.64,Delivered
SHP004665,ORD104665,2026-07-05,Hyderabad_WH04,Ahmedabad,Chennai,Blue Dart,Mini Truck,8.01,2084,3927.32,In Transit
SHP004666,ORD104666,2026-07-05,Bengaluru_WH03,Lucknow,Bengaluru,FedEx,Van,16.77,2022,3920.84,Delivered
SHP004667,ORD104667,2026-07-05,Delhi_WH01,Lucknow,Delhi,Delhivery,Bike,40.41,1730,3678.92,Delivered
SHP004668,ORD104668,2026-07-05,Chennai_WH05,Pune,Chennai,DHL,Truck,28.32,615,1526.84,Delivered
SHP004669,ORD104669,2026-07-05,Bengaluru_WH03,Bengaluru,Jaipur,DHL,Mini Truck,12.14,2131,4061.48,In Transit
SHP004670,ORD104670,2026-07-05,Chennai_WH05,Pune,Ahmedabad,Delhivery,Truck,22.38,1320,2724.56,In Transit
SHP004671,ORD104671,2026-07-05,Bengaluru_WH03,Chennai,Delhi,FedEx,Bike,29.35,333,1031.6,Delivered
SHP004672,ORD104672,2026-07-05,Chennai_WH05,Hyderabad,Lucknow,Blue Dart,Mini Truck,3.75,2275,4220.0,Returned
SHP004673,ORD104673,2026-07-05,Delhi_WH01,Chennai,Ahmedabad,Ecom Express,Van,32.16,169,770.12,Delivered
SHP004674,ORD104674,2026-07-05,Hyderabad_WH04,Ahmedabad,Bengaluru,DHL,Van,17.98,287,812.36,In Transit
SHP004675,ORD104675,2026-07-05,Bengaluru_WH03,Delhi,Chennai,DHL,Bike,3.75,969,1869.2,Returned
SHP004676,ORD104676,2026-07-05,Chennai_WH05,Chennai,Jaipur,Delhivery,Bike,30.79,1593,3316.88,In Transit
SHP004677,ORD104677,2026-07-05,Bengaluru_WH03,Bengaluru,Kolkata,Ecom Express,Bike,22.09,1967,3885.68,Delivered
SHP004678,ORD104678,2026-07-05,Chennai_WH05,Hyderabad,Mumbai,FedEx,Mini Truck,21.13,2111,4133.36,Delivered
SHP004679,ORD104679,2026-07-05,Hyderabad_WH04,Lucknow,Kolkata,DHL,Truck,28.84,724,1729.28,Delivered
SHP004680,ORD104680,2026-07-05,Chennai_WH05,Chennai,Jaipur,DHL,Mini Truck,23.58,945,2063.96,Delivered
SHP004681,ORD104681,2026-07-05,Hyderabad_WH04,Hyderabad,Ahmedabad,Ecom Express,Mini Truck,7.23,1945,3667.76,In Transit
SHP004682,ORD104682,2026-07-05,Hyderabad_WH04,Pune,Kolkata,Ecom Express,Mini Truck,11.68,490,1102.16,In Transit
SHP004683,ORD104683,2026-07-05,Chennai_WH05,Lucknow,Bengaluru,FedEx,Bike,18.47,1079,2243.84,Delivered
SHP004684,ORD104684,2026-07-05,Chennai_WH05,Pune,Mumbai,FedEx,Van,32.45,721,1767.2,Delivered
SHP004685,ORD104685,2026-07-05,Delhi_WH01,Delhi,Lucknow,Ecom Express,Bike,47.43,868,2211.56,Cancelled
SHP004686,ORD104686,2026-07-05,Chennai_WH05,Kolkata,Chennai,Ecom Express,Bike,41.5,1918,4030.4,Delivered
SHP004687,ORD104687,2026-07-05,Delhi_WH01,Jaipur,Lucknow,Blue Dart,Bike,19.29,359,957.68,Delivered
SHP004688,ORD104688,2026-07-05,Delhi_WH01,Delhi,Ahmedabad,Ecom Express,Van,24.96,2200,4339.52,Delivered
SHP004689,ORD104689,2026-07-05,Chennai_WH05,Bengaluru,Delhi,Delhivery,Mini Truck,26.31,2491,4879.52,Delivered
SHP004690,ORD104690,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,FedEx,Mini Truck,41.16,2159,4460.12,Delivered
SHP004691,ORD104691,2026-07-05,Hyderabad_WH04,Chennai,Hyderabad,DHL,Bike,21.73,1634,3281.96,Delivered
SHP004692,ORD104692,2026-07-05,Bengaluru_WH03,Chennai,Lucknow,FedEx,Bike,43.62,2404,4930.64,Delivered
SHP004693,ORD104693,2026-07-05,Chennai_WH05,Ahmedabad,Hyderabad,Ecom Express,Mini Truck,34.49,1937,3980.48,Delivered
SHP004694,ORD104694,2026-07-05,Bengaluru_WH03,Chennai,Hyderabad,DHL,Mini Truck,46.25,206,1005.8,Delivered
SHP004695,ORD104695,2026-07-05,Hyderabad_WH04,Lucknow,Pune,Delhivery,Van,34.37,1950,4002.44,Delivered
SHP004696,ORD104696,2026-07-05,Mumbai_WH02,Ahmedabad,Hyderabad,FedEx,Bike,47.15,1399,3164.0,In Transit
SHP004697,ORD104697,2026-07-05,Bengaluru_WH03,Delhi,Jaipur,Delhivery,Mini Truck,29.99,586,1494.68,Delivered
SHP004698,ORD104698,2026-07-05,Delhi_WH01,Bengaluru,Jaipur,Blue Dart,Mini Truck,16.79,189,621.68,Delivered
SHP004699,ORD104699,2026-07-05,Delhi_WH01,Bengaluru,Pune,Ecom Express,Mini Truck,9.62,229,607.64,Delivered
SHP004700,ORD104700,2026-07-05,Mumbai_WH02,Kolkata,Chennai,FedEx,Mini Truck,11.98,2456,4644.56,Delivered
SHP004701,ORD104701,2026-07-05,Mumbai_WH02,Pune,Hyderabad,FedEx,Bike,29.05,1958,3953.0,In Transit
SHP004702,ORD104702,2026-07-05,Delhi_WH01,Mumbai,Ahmedabad,Blue Dart,Van,41.86,1839,3892.52,In Transit
SHP004703,ORD104703,2026-07-05,Bengaluru_WH03,Ahmedabad,Pune,Blue Dart,Bike,16.93,1477,2941.76,Delivered
SHP004704,ORD104704,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Blue Dart,Van,17.08,1230,2498.96,Delivered
SHP004705,ORD104705,2026-07-05,Bengaluru_WH03,Pune,Hyderabad,Ecom Express,Mini Truck,15.54,2489,4746.68,Cancelled
SHP004706,ORD104706,2026-07-05,Bengaluru_WH03,Kolkata,Delhi,Ecom Express,Truck,17.73,2427,4661.36,Delivered
SHP004707,ORD104707,2026-07-05,Mumbai_WH02,Chennai,Ahmedabad,Blue Dart,Mini Truck,36.81,397,1236.32,Delivered
SHP004708,ORD104708,2026-07-05,Chennai_WH05,Jaipur,Chennai,Ecom Express,Mini Truck,15.08,2121,4078.76,Delivered
SHP004709,ORD104709,2026-07-05,Mumbai_WH02,Mumbai,Jaipur,FedEx,Truck,44.76,276,1113.92,Delivered
SHP004710,ORD104710,2026-07-05,Chennai_WH05,Mumbai,Pune,Delhivery,Van,2.61,822,1590.92,Delivered
SHP004711,ORD104711,2026-07-05,Hyderabad_WH04,Kolkata,Chennai,Ecom Express,Truck,27.65,1415,2958.8,In Transit
SHP004712,ORD104712,2026-07-05,Mumbai_WH02,Pune,Delhi,Delhivery,Van,43.61,60,711.32,In Transit
SHP004713,ORD104713,2026-07-05,Delhi_WH01,Pune,Bengaluru,FedEx,Bike,14.61,1467,2895.92,Delivered
SHP004714,ORD104714,2026-07-05,Hyderabad_WH04,Bengaluru,Mumbai,Blue Dart,Mini Truck,44.12,1718,3701.84,Delivered
SHP004715,ORD104715,2026-07-05,Chennai_WH05,Lucknow,Bengaluru,Ecom Express,Mini Truck,24.23,2287,4487.36,Delivered
SHP004716,ORD104716,2026-07-05,Chennai_WH05,Lucknow,Pune,DHL,Truck,38.62,1484,3214.64,Delivered
SHP004717,ORD104717,2026-07-05,Delhi_WH01,Delhi,Mumbai,Delhivery,Mini Truck,34.72,283,1006.04,In Transit
SHP004718,ORD104718,2026-07-05,Mumbai_WH02,Mumbai,Bengaluru,FedEx,Bike,45.61,133,866.72,Delivered
SHP004719,ORD104719,2026-07-05,Delhi_WH01,Delhi,Lucknow,Ecom Express,Van,21.94,2306,4494.08,In Transit
SHP004720,ORD104720,2026-07-05,Hyderabad_WH04,Mumbai,Bengaluru,Blue Dart,Truck,4.12,1597,3004.04,Delivered
SHP004721,ORD104721,2026-07-05,Mumbai_WH02,Pune,Mumbai,DHL,Mini Truck,0.66,1678,3108.32,In Transit
SHP004722,ORD104722,2026-07-05,Chennai_WH05,Hyderabad,Bengaluru,DHL,Truck,8.56,422,942.32,Delivered
SHP004723,ORD104723,2026-07-05,Mumbai_WH02,Delhi,Chennai,Delhivery,Bike,17.12,284,796.64,Delivered
SHP004724,ORD104724,2026-07-05,Hyderabad_WH04,Bengaluru,Delhi,Ecom Express,Van,46.62,855,2178.44,Delivered
SHP004725,ORD104725,2026-07-05,Hyderabad_WH04,Pune,Hyderabad,FedEx,Bike,10.59,1306,2557.88,Delivered
SHP004726,ORD104726,2026-07-05,Chennai_WH05,Jaipur,Delhi,Ecom Express,Truck,29.73,1212,2618.36,In Transit
SHP004727,ORD104727,2026-07-05,Hyderabad_WH04,Pune,Jaipur,Delhivery,Mini Truck,24.03,501,1270.16,Delayed
SHP004728,ORD104728,2026-07-05,Delhi_WH01,Pune,Mumbai,Ecom Express,Bike,43.14,1471,3245.48,Delivered
SHP004729,ORD104729,2026-07-05,Mumbai_WH02,Chennai,Hyderabad,Delhivery,Truck,15.73,2180,4192.76,Delivered
SHP004730,ORD104730,2026-07-05,Mumbai_WH02,Bengaluru,Hyderabad,Ecom Express,Van,15.03,201,622.16,Delivered
SHP004731,ORD104731,2026-07-05,Chennai_WH05,Lucknow,Chennai,DHL,Bike,42.81,2081,4339.52,Delivered
SHP004732,ORD104732,2026-07-05,Mumbai_WH02,Pune,Hyderabad,DHL,Van,4.12,2163,4022.84,In Transit
SHP004733,ORD104733,2026-07-05,Delhi_WH01,Bengaluru,Delhi,DHL,Van,5.89,1695,3201.68,Delivered
SHP004734,ORD104734,2026-07-05,Bengaluru_WH03,Bengaluru,Pune,Ecom Express,Mini Truck,47.02,1947,4148.84,Delivered
SHP004735,ORD104735,2026-07-05,Chennai_WH05,Jaipur,Kolkata,Ecom Express,Mini Truck,9.58,520,1130.96,Delivered
SHP004736,ORD104736,2026-07-05,Bengaluru_WH03,Delhi,Mumbai,Blue Dart,Truck,24.75,901,1998.8,In Transit
SHP004737,ORD104737,2026-07-05,Chennai_WH05,Mumbai,Chennai,Delhivery,Mini Truck,27.39,2432,4786.28,In Transit
SHP004738,ORD104738,2026-07-05,Mumbai_WH02,Jaipur,Bengaluru,Ecom Express,Mini Truck,13.97,792,1673.24,In Transit
SHP004739,ORD104739,2026-07-05,Chennai_WH05,Mumbai,Bengaluru,Delhivery,Van,23.82,1840,3677.84,Cancelled
SHP004740,ORD104740,2026-07-05,Hyderabad_WH04,Bengaluru,Hyderabad,FedEx,Van,5.96,2243,4188.92,Cancelled
SHP004741,ORD104741,2026-07-05,Chennai_WH05,Chennai,Delhi,Delhivery,Truck,14.99,541,1233.68,In Transit
SHP004742,ORD104742,2026-07-05,Bengaluru_WH03,Chennai,Ahmedabad,Delhivery,Van,48.66,754,2021.12,Delivered
SHP004743,ORD104743,2026-07-05,Chennai_WH05,Lucknow,Delhi,Delhivery,Bike,26.0,2211,4371.8,In Transit
SHP004744,ORD104744,2026-07-05,Mumbai_WH02,Delhi,Kolkata,Blue Dart,Van,3.44,1590,2983.28,In Transit
SHP004745,ORD104745,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Ecom Express,Mini Truck,30.4,1496,3137.6,Delivered
SHP004746,ORD104746,2026-07-05,Mumbai_WH02,Delhi,Pune,Ecom Express,Truck,39.91,2452,4972.52,Delivered
SHP004747,ORD104747,2026-07-05,Delhi_WH01,Mumbai,Bengaluru,Ecom Express,Truck,6.92,962,1894.64,In Transit
SHP004748,ORD104748,2026-07-05,Chennai_WH05,Lucknow,Ahmedabad,FedEx,Bike,8.21,2425,4543.52,Delivered
SHP004749,ORD104749,2026-07-05,Mumbai_WH02,Kolkata,Jaipur,FedEx,Bike,39.57,939,2245.04,Delivered
SHP004750,ORD104750,2026-07-05,Delhi_WH01,Chennai,Hyderabad,DHL,Truck,35.96,1376,2988.32,Delivered
SHP004751,ORD104751,2026-07-05,Hyderabad_WH04,Bengaluru,Lucknow,Ecom Express,Mini Truck,41.22,301,1116.44,Delivered
SHP004752,ORD104752,2026-07-05,Chennai_WH05,Kolkata,Bengaluru,Blue Dart,Bike,43.12,1521,3335.24,Delivered
SHP004753,ORD104753,2026-07-05,Bengaluru_WH03,Jaipur,Bengaluru,Ecom Express,Van,5.49,1310,2503.88,Delivered
SHP004754,ORD104754,2026-07-05,Hyderabad_WH04,Lucknow,Chennai,FedEx,Van,28.98,473,1279.16,Delivered
SHP004755,ORD104755,2026-07-05,Bengaluru_WH03,Pune,Lucknow,FedEx,Truck,4.99,1948,3646.28,Delivered
SHP004756,ORD104756,2026-07-05,Chennai_WH05,Mumbai,Ahmedabad,Delhivery,Van,47.27,2014,4272.44,Delivered
SHP004757,ORD104757,2026-07-05,Mumbai_WH02,Hyderabad,Mumbai,Ecom Express,Mini Truck,17.25,70,413.0,Delayed
SHP004758,ORD104758,2026-07-05,Mumbai_WH02,Lucknow,Bengaluru,Ecom Express,Bike,21.39,1438,2925.08,Delivered
SHP004759,ORD104759,2026-07-05,Bengaluru_WH03,Delhi,Ahmedabad,DHL,Truck,26.81,702,1665.32,Delivered
SHP004760,ORD104760,2026-07-05,Chennai_WH05,Pune,Delhi,DHL,Bike,2.09,1634,3046.28,Delivered
SHP004761,ORD104761,2026-07-05,Delhi_WH01,Lucknow,Mumbai,Ecom Express,Truck,18.34,1940,3792.08,Cancelled
SHP004762,ORD104762,2026-07-05,Chennai_WH05,Lucknow,Delhi,DHL,Bike,10.93,2458,4635.56,In Transit
SHP004763,ORD104763,2026-07-05,Bengaluru_WH03,Jaipur,Kolkata,Ecom Express,Bike,26.1,1737,3519.8,Delivered
SHP004764,ORD104764,2026-07-05,Hyderabad_WH04,Kolkata,Lucknow,Blue Dart,Mini Truck,23.09,919,2011.28,Delivered
SHP004765,ORD104765,2026-07-05,Bengaluru_WH03,Jaipur,Pune,Blue Dart,Truck,41.41,1447,3181.52,Cancelled
SHP004766,ORD104766,2026-07-05,Chennai_WH05,Bengaluru,Delhi,DHL,Truck,1.69,1313,2463.68,Delivered
SHP004767,ORD104767,2026-07-05,Delhi_WH01,Mumbai,Pune,FedEx,Truck,11.68,1891,3623.96,Delayed
SHP004768,ORD104768,2026-07-05,Mumbai_WH02,Delhi,Hyderabad,Delhivery,Van,7.08,1569,2989.16,In Transit
SHP004769,ORD104769,2026-07-05,Delhi_WH01,Pune,Chennai,DHL,Bike,45.8,664,1824.8,Delivered
SHP004770,ORD104770,2026-07-05,Hyderabad_WH04,Pune,Bengaluru,DHL,Mini Truck,1.34,279,598.28,Delivered
SHP004771,ORD104771,2026-07-05,Mumbai_WH02,Pune,Kolkata,Delhivery,Van,11.19,1650,3184.28,Delivered
SHP004772,ORD104772,2026-07-05,Bengaluru_WH03,Ahmedabad,Hyderabad,FedEx,Van,32.46,1928,3939.92,Delivered
SHP004773,ORD104773,2026-07-05,Mumbai_WH02,Chennai,Hyderabad,Blue Dart,Mini Truck,38.84,1976,4102.88,Delivered
SHP004774,ORD104774,2026-07-05,Delhi_WH01,Hyderabad,Chennai,Blue Dart,Truck,11.92,1852,3556.64,Delivered
SHP004775,ORD104775,2026-07-05,Hyderabad_WH04,Mumbai,Pune,DHL,Bike,17.06,817,1755.32,In Transit
SHP004776,ORD104776,2026-07-05,Delhi_WH01,Pune,Lucknow,DHL,Bike,35.7,662,1700.0,Delivered
SHP004777,ORD104777,2026-07-05,Bengaluru_WH03,Chennai,Lucknow,Delhivery,Mini Truck,17.3,2144,4146.8,Delivered
SHP004778,ORD104778,2026-07-05,Hyderabad_WH04,Hyderabad,Mumbai,Blue Dart,Mini Truck,48.74,2099,4443.08,Delivered
SHP004779,ORD104779,2026-07-05,Delhi_WH01,Jaipur,Lucknow,Ecom Express,Bike,16.04,139,522.68,In Transit
SHP004780,ORD104780,2026-07-05,Hyderabad_WH04,Mumbai,Lucknow,Delhivery,Mini Truck,18.35,2154,4177.4,Delivered
SHP004781,ORD104781,2026-07-05,Bengaluru_WH03,Kolkata,Ahmedabad,Blue Dart,Mini Truck,38.57,1722,3642.44,Delivered
SHP004782,ORD104782,2026-07-05,Mumbai_WH02,Lucknow,Mumbai,Delhivery,Bike,2.3,480,971.6,Delivered
SHP004783,ORD104783,2026-07-05,Hyderabad_WH04,Ahmedabad,Mumbai,FedEx,Van,11.1,1156,2294.0,Delivered
SHP004784,ORD104784,2026-07-05,Mumbai_WH02,Hyderabad,Delhi,FedEx,Bike,4.04,909,1764.68,Delayed
SHP004785,ORD104785,2026-07-05,Mumbai_WH02,Jaipur,Bengaluru,DHL,Truck,5.25,912,1784.6,In Transit
SHP004786,ORD104786,2026-07-05,Delhi_WH01,Pune,Hyderabad,Ecom Express,Van,38.41,2124,4364.12,Delivered
SHP004787,ORD104787,2026-07-05,Delhi_WH01,Chennai,Hyderabad,Ecom Express,Truck,17.64,2140,4143.68,Delivered
SHP004788,ORD104788,2026-07-05,Mumbai_WH02,Lucknow,Delhi,DHL,Van,0.85,1817,3360.8,Delivered
SHP004789,ORD104789,2026-07-05,Bengaluru_WH03,Delhi,Kolkata,DHL,Van,46.78,2439,5031.56,Delivered
SHP004790,ORD104790,2026-07-05,Delhi_WH01,Kolkata,Chennai,Delhivery,Bike,12.15,416,974.6,Delivered
SHP004791,ORD104791,2026-07-05,Mumbai_WH02,Lucknow,Hyderabad,Blue Dart,Mini Truck,20.3,2020,3959.6,Delivered
SHP004792,ORD104792,2026-07-05,Mumbai_WH02,Hyderabad,Delhi,Delhivery,Bike,39.68,335,1159.16,In Transit
SHP004793,ORD104793,2026-07-05,Delhi_WH01,Bengaluru,Ahmedabad,FedEx,Bike,41.34,1687,3612.68,Delivered
SHP004794,ORD104794,2026-07-05,Delhi_WH01,Ahmedabad,Mumbai,Blue Dart,Truck,19.08,2426,4675.76,Delivered
SHP004795,ORD104795,2026-07-05,Delhi_WH01,Jaipur,Chennai,FedEx,Mini Truck,39.53,1783,3763.76,Delivered
SHP004796,ORD104796,2026-07-05,Hyderabad_WH04,Delhi,Jaipur,DHL,Truck,14.59,1354,2692.28,Delivered
SHP004797,ORD104797,2026-07-05,Delhi_WH01,Lucknow,Kolkata,Delhivery,Truck,3.9,1897,3541.4,Delivered
SHP004798,ORD104798,2026-07-05,Chennai_WH05,Pune,Ahmedabad,DHL,Bike,3.48,2089,3881.96,In Transit
SHP004799,ORD104799,2026-07-05,Hyderabad_WH04,Hyderabad,Mumbai,DHL,Bike,41.2,896,2187.2,Delivered
SHP004800,ORD104800,2026-07-05,Delhi_WH01,Kolkata,Chennai,FedEx,Bike,21.78,523,1282.76,Delivered
SHP004801,ORD104801,2026-07-05,Chennai_WH05,Chennai,Hyderabad,Blue Dart,Mini Truck,11.05,372,882.2,Delayed
SHP004802,ORD104802,2026-07-05,Chennai_WH05,Delhi,Mumbai,Delhivery,Truck,4.75,793,1564.4,In Transit
SHP004803,ORD104803,2026-07-05,Delhi_WH01,Ahmedabad,Chennai,Blue Dart,Bike,29.05,1773,3620.0,Delivered
SHP004804,ORD104804,2026-07-05,Mumbai_WH02,Bengaluru,Pune,DHL,Van,11.94,2226,4230.08,Delivered
SHP004805,ORD104805,2026-07-05,Chennai_WH05,Chennai,Hyderabad,Delhivery,Truck,48.11,1175,2772.32,Delivered
SHP004806,ORD104806,2026-07-05,Bengaluru_WH03,Jaipur,Hyderabad,DHL,Van,15.11,2192,4206.92,Delayed
SHP004807,ORD104807,2026-07-05,Hyderabad_WH04,Hyderabad,Bengaluru,Blue Dart,Bike,25.38,509,1300.76,Delivered
SHP004808,ORD104808,2026-07-05,Mumbai_WH02,Mumbai,Jaipur,Blue Dart,Truck,11.6,2216,4208.0,Delivered
SHP004809,ORD104809,2026-07-05,Delhi_WH01,Ahmedabad,Kolkata,DHL,Bike,4.4,548,1119.2,Delivered
SHP004810,ORD104810,2026-07-05,Mumbai_WH02,Pune,Kolkata,FedEx,Mini Truck,3.7,1836,3429.2,Delivered
SHP004811,ORD104811,2026-07-05,Bengaluru_WH03,Pune,Delhi,Delhivery,Truck,16.85,2025,3927.2,Delivered
SHP004812,ORD104812,2026-07-05,Mumbai_WH02,Chennai,Ahmedabad,Blue Dart,Bike,49.33,340,1283.96,Delivered
SHP004813,ORD104813,2026-07-05,Hyderabad_WH04,Chennai,Bengaluru,DHL,Truck,1.67,388,798.44,Delivered
SHP004814,ORD104814,2026-07-05,Mumbai_WH02,Lucknow,Mumbai,Ecom Express,Mini Truck,9.27,1438,2779.64,Delivered
SHP004815,ORD104815,2026-07-05,Delhi_WH01,Lucknow,Jaipur,Blue Dart,Truck,42.53,927,2258.96,Delivered
SHP004816,ORD104816,2026-07-05,Delhi_WH01,Chennai,Hyderabad,Blue Dart,Bike,39.56,2257,4617.32,Delivered
SHP004817,ORD104817,2026-07-05,Delhi_WH01,Lucknow,Hyderabad,Delhivery,Van,8.15,1477,2836.4,Delivered
SHP004818,ORD104818,2026-07-05,Hyderabad_WH04,Lucknow,Delhi,DHL,Van,49.17,654,1847.24,In Transit
SHP004819,ORD104819,2026-07-05,Bengaluru_WH03,Hyderabad,Kolkata,Blue Dart,Bike,47.91,670,1860.92,Delivered
SHP004820,ORD104820,2026-07-05,Hyderabad_WH04,Delhi,Kolkata,Blue Dart,Van,5.74,2076,3885.68,In Transit
